GAME_DATE,TEAM_NAME,MATCHUP,WL,PTS
2019-03-25,Oklahoma City Thunder,OKC @ MEM,L,103
2019-03-25,Brooklyn Nets,BKN @ POR,L,144
2019-03-25,Philadelphia 76ers,PHI @ ORL,L,98
2019-03-25,Portland Trail Blazers,POR vs. BKN,W,148
2019-03-24,Golden State Warriors,GSW vs. DET,W,121
2019-03-24,New York Knicks,NYK vs. LAC,L,113
2019-03-24,Milwaukee Bucks,MIL vs. CLE,W,127
2019-03-24,Toronto Raptors,TOR vs. CHA,L,114
2019-03-24,Sacramento Kings,SAC @ LAL,L,106
2019-03-24,San Antonio Spurs,SAS @ BOS,W,115
2019-03-24,Indiana Pacers,IND vs. DEN,W,124
2019-03-24,Boston Celtics,BOS vs. SAS,L,96
2019-03-24,Los Angeles Lakers,LAL vs. SAC,W,111
2019-03-24,Denver Nuggets,DEN @ IND,L,88
2019-03-24,Houston Rockets,HOU @ NOP,W,113
2019-03-24,New Orleans Pelicans,NOP vs. HOU,L,90
2019-03-24,Detroit Pistons,DET @ GSW,L,114
2019-03-24,Charlotte Hornets,CHA @ TOR,W,115
2019-03-24,Cleveland Cavaliers,CLE @ MIL,L,105
2019-03-24,LA Clippers,LAC @ NYK,W,124
2019-03-23,Portland Trail Blazers,POR vs. DET,W,117
2019-03-23,Long Island Nets,LIN vs. WIS,W,126
2019-03-23,Rio Grande Valley Vipers,RGV vs. SXF,W,105
2019-03-23,Delaware Blue Coats,DEL vs. MNE,W,124
2019-03-23,Washington Wizards,WAS vs. MIA,L,108
2019-03-23,Atlanta Hawks,ATL vs. PHI,W,129
2019-03-23,Westchester Knicks,WES @ ERI,L,122
2019-03-23,Greensboro Swarm,GBO vs. TEX,W,107
2019-03-23,South Bay Lakers,SBL @ NAS,L,96
2019-03-23,Detroit Pistons,DET @ POR,L,112
2019-03-23,Lakeland Magic,LAK vs. RAP,W,118
2019-03-23,Texas Legends,TEX @ GBO,L,97
2019-03-23,Austin Spurs,AUS @ OKL,L,107
2019-03-23,Golden State Warriors,GSW vs. DAL,L,91
2019-03-23,Fort Wayne Mad Ants,FWN vs. GRD,L,118
2019-03-23,Raptors 905,RAP @ LAK,L,104
2019-03-23,Boston Celtics,BOS @ CHA,L,117
2019-03-23,Capital City Go-Go,CAP @ STO,W,128
2019-03-23,Santa Cruz Warriors,SCW vs. ACC,W,112
2019-03-23,Sioux Falls Skyforce,SXF @ RGV,L,99
2019-03-23,Maine Red Claws,MNE @ DEL,L,117
2019-03-23,Oklahoma City Blue,OKL vs. AUS,W,138
2019-03-23,Stockton Kings,STO vs. CAP,L,123
2019-03-23,Memphis Grizzlies,MEM vs. MIN,L,99
2019-03-23,Windy City Bulls,WCB vs. CTN,L,109
2019-03-23,Northern Arizona Suns,NAS vs. SBL,W,99
2019-03-23,Wisconsin Herd,WIS @ LIN,L,125
2019-03-23,Canton Charge,CTN @ WCB,W,120
2019-03-23,Chicago Bulls,CHI vs. UTA,L,83
2019-03-23,Sacramento Kings,SAC vs. PHX,W,112
2019-03-23,Charlotte Hornets,CHA vs. BOS,W,124
2019-03-23,Phoenix Suns,PHX @ SAC,L,103
2019-03-23,Grand Rapids Drive,GRD @ FWN,W,121
2019-03-23,Miami Heat,MIA @ WAS,W,113
2019-03-23,Minnesota Timberwolves,MIN @ MEM,W,112
2019-03-23,Erie BayHawks,ERI vs. WES,W,123
2019-03-23,Dallas Mavericks,DAL @ GSW,W,126
2019-03-23,Agua Caliente Clippers,ACC @ SCW,L,110
2019-03-23,Philadelphia 76ers,PHI @ ATL,L,127
2019-03-23,Utah Jazz,UTA @ CHI,W,114
2019-03-22,Agua Caliente Clippers,ACC @ SCW,L,109
2019-03-22,Los Angeles Lakers,LAL vs. BKN,L,106
2019-03-22,Miami Heat,MIA @ MIL,L,87
2019-03-22,LA Clippers,LAC @ CLE,W,110
2019-03-22,Denver Nuggets,DEN @ NYK,W,111
2019-03-22,Memphis Grizzlies,MEM @ ORL,L,119
2019-03-22,Delaware Blue Coats,DEL vs. LIN,L,133
2019-03-22,San Antonio Spurs,SAS @ HOU,L,105
2019-03-22,Raptors 905,RAP @ LAK,L,104
2019-03-22,Orlando Magic,ORL vs. MEM,W,123
2019-03-22,Cleveland Cavaliers,CLE vs. LAC,L,108
2019-03-22,Long Island Nets,LIN @ DEL,W,142
2019-03-22,Houston Rockets,HOU vs. SAS,W,111
2019-03-22,Santa Cruz Warriors,SCW vs. ACC,W,113
2019-03-22,Oklahoma City Thunder,OKC @ TOR,W,116
2019-03-22,Canton Charge,CTN @ GRD,L,102
2019-03-22,Grand Rapids Drive,GRD vs. CTN,W,133
2019-03-22,Lakeland Magic,LAK vs. RAP,W,105
2019-03-22,Iowa Wolves,IWA @ SLC,L,103
2019-03-22,Windy City Bulls,WCB @ ERI,L,101
2019-03-22,Toronto Raptors,TOR vs. OKC,L,109
2019-03-22,Memphis Hustle,MHU vs. OKL,L,96
2019-03-22,Milwaukee Bucks,MIL vs. MIA,W,116
2019-03-22,Brooklyn Nets,BKN @ LAL,W,111
2019-03-22,Oklahoma City Blue,OKL @ MHU,W,120
2019-03-22,Erie BayHawks,ERI vs. WCB,W,115
2019-03-22,New York Knicks,NYK vs. DEN,L,93
2019-03-22,Salt Lake City Stars,SLC vs. IWA,W,109
2019-03-21,South Bay Lakers,SBL vs. STO,L,108
2019-03-21,Golden State Warriors,GSW vs. IND,W,112
2019-03-21,Westchester Knicks,WES vs. MNE,W,105
2019-03-21,Phoenix Suns,PHX vs. DET,L,98
2019-03-21,Atlanta Hawks,ATL vs. UTA,W,117
2019-03-21,Maine Red Claws,MNE @ WES,L,94
2019-03-21,Greensboro Swarm,GBO vs. FWN,L,115
2019-03-21,Charlotte Hornets,CHA vs. MIN,W,113
2019-03-21,Utah Jazz,UTA @ ATL,L,114
2019-03-21,Denver Nuggets,DEN @ WAS,W,113
2019-03-21,Austin Spurs,AUS vs. SXF,L,111
2019-03-21,Fort Wayne Mad Ants,FWN @ GBO,W,127
2019-03-21,Washington Wizards,WAS vs. DEN,L,108
2019-03-21,Stockton Kings,STO @ SBL,W,118
2019-03-21,Sioux Falls Skyforce,SXF @ AUS,W,116
2019-03-21,Minnesota Timberwolves,MIN @ CHA,L,106
2019-03-21,Detroit Pistons,DET @ PHX,W,118
2019-03-21,Sacramento Kings,SAC vs. DAL,W,116
2019-03-21,Indiana Pacers,IND @ GSW,L,89
2019-03-21,Dallas Mavericks,DAL @ SAC,L,100
2019-03-20,Toronto Raptors,TOR @ OKC,W,123
2019-03-20,Utah Jazz,UTA @ NYK,W,137
2019-03-20,Orlando Magic,ORL vs. NOP,W,119
2019-03-20,New York Knicks,NYK vs. UTA,L,116
2019-03-20,Cleveland Cavaliers,CLE vs. MIL,W,107
2019-03-20,Houston Rockets,HOU @ MEM,L,125
2019-03-20,Oklahoma City Thunder,OKC vs. TOR,L,114
2019-03-20,Chicago Bulls,CHI vs. WAS,W,126
2019-03-20,Portland Trail Blazers,POR vs. DAL,W,126
2019-03-20,Milwaukee Bucks,MIL @ CLE,L,102
2019-03-20,Santa Cruz Warriors,SCW vs. CAP,W,120
2019-03-20,San Antonio Spurs,SAS vs. MIA,L,105
2019-03-20,New Orleans Pelicans,NOP @ ORL,L,96
2019-03-20,Erie BayHawks,ERI vs. MNE,W,119
2019-03-20,Dallas Mavericks,DAL @ POR,L,118
2019-03-20,Memphis Grizzlies,MEM vs. HOU,W,126
2019-03-20,Boston Celtics,BOS @ PHI,L,115
2019-03-20,Miami Heat,MIA @ SAS,W,110
2019-03-20,Maine Red Claws,MNE @ ERI,L,98
2019-03-20,Philadelphia 76ers,PHI vs. BOS,W,118
2019-03-20,Grand Rapids Drive,GRD vs. DEL,L,135
2019-03-20,Capital City Go-Go,CAP @ SCW,L,116
2019-03-20,Washington Wizards,WAS @ CHI,L,120
2019-03-20,Delaware Blue Coats,DEL @ GRD,W,144
2019-03-19,Austin Spurs,AUS vs. TEX,W,121
2019-03-19,Milwaukee Bucks,MIL vs. LAL,W,115
2019-03-19,Greensboro Swarm,GBO @ ACC,L,105
2019-03-19,Houston Rockets,HOU @ ATL,W,121
2019-03-19,Memphis Hustle,MHU @ SLC,W,131
2019-03-19,Fort Wayne Mad Ants,FWN vs. WIS,W,105
2019-03-19,Wisconsin Herd,WIS @ FWN,L,100
2019-03-19,Philadelphia 76ers,PHI @ CHA,W,118
2019-03-19,LA Clippers,LAC vs. IND,W,115
2019-03-19,Los Angeles Lakers,LAL @ MIL,L,101
2019-03-19,Charlotte Hornets,CHA vs. PHI,L,114
2019-03-19,Golden State Warriors,GSW @ MIN,W,117
2019-03-19,Sacramento Kings,SAC vs. BKN,L,121
2019-03-19,Agua Caliente Clippers,ACC vs. GBO,W,115
2019-03-19,Windy City Bulls,WCB @ LAK,L,109
2019-03-19,Indiana Pacers,IND @ LAC,L,109
2019-03-19,Salt Lake City Stars,SLC vs. MHU,L,127
2019-03-19,Texas Legends,TEX @ AUS,L,117
2019-03-19,Sioux Falls Skyforce,SXF @ OKL,L,112
2019-03-19,Atlanta Hawks,ATL vs. HOU,L,105
2019-03-19,Minnesota Timberwolves,MIN vs. GSW,L,107
2019-03-19,Iowa Wolves,IWA @ NAS,W,115
2019-03-19,Brooklyn Nets,BKN @ SAC,W,123
2019-03-19,Oklahoma City Blue,OKL vs. SXF,W,130
2019-03-19,Northern Arizona Suns,NAS vs. IWA,L,105
2019-03-19,Lakeland Magic,LAK vs. WCB,W,141
2019-03-18,Wisconsin Herd,WIS @ GRD,L,116
2019-03-18,New York Knicks,NYK @ TOR,L,92
2019-03-18,Delaware Blue Coats,DEL vs. CTN,L,97
2019-03-18,Oklahoma City Thunder,OKC vs. MIA,L,107
2019-03-18,Grand Rapids Drive,GRD vs. WIS,W,124
2019-03-18,Boston Celtics,BOS vs. DEN,L,105
2019-03-18,Dallas Mavericks,DAL vs. NOP,L,125
2019-03-18,Cleveland Cavaliers,CLE vs. DET,W,126
2019-03-18,Indiana Pacers,IND @ POR,L,98
2019-03-18,Golden State Warriors,GSW @ SAS,L,105
2019-03-18,Miami Heat,MIA @ OKC,W,116
2019-03-18,Denver Nuggets,DEN @ BOS,W,114
2019-03-18,San Antonio Spurs,SAS vs. GSW,W,111
2019-03-18,Toronto Raptors,TOR vs. NYK,W,128
2019-03-18,Utah Jazz,UTA @ WAS,W,116
2019-03-18,South Bay Lakers,SBL vs. SCW,W,113
2019-03-18,New Orleans Pelicans,NOP @ DAL,W,129
2019-03-18,Santa Cruz Warriors,SCW @ SBL,L,108
2019-03-18,Chicago Bulls,CHI @ PHX,W,116
2019-03-18,Washington Wizards,WAS vs. UTA,L,95
2019-03-18,Phoenix Suns,PHX vs. CHI,L,101
2019-03-18,Detroit Pistons,DET @ CLE,L,119
2019-03-18,Portland Trail Blazers,POR vs. IND,W,106
2019-03-18,Canton Charge,CTN @ DEL,W,104
2019-03-17,Milwaukee Bucks,MIL vs. PHI,L,125
2019-03-17,Minnesota Timberwolves,MIN @ HOU,L,102
2019-03-17,Miami Heat,MIA vs. CHA,W,93
2019-03-17,Stockton Kings,STO vs. GBO,W,118
2019-03-17,Maine Red Claws,MNE vs. LAK,L,103
2019-03-17,Philadelphia 76ers,PHI @ MIL,W,130
2019-03-17,Detroit Pistons,DET vs. TOR,W,110
2019-03-17,Houston Rockets,HOU vs. MIN,W,117
2019-03-17,Sacramento Kings,SAC vs. CHI,W,129
2019-03-17,Salt Lake City Stars,SLC @ OKL,L,102
2019-03-17,Memphis Hustle,MHU @ SXF,W,116
2019-03-17,Greensboro Swarm,GBO @ STO,L,116
2019-03-17,LA Clippers,LAC vs. BKN,W,119
2019-03-17,Brooklyn Nets,BKN @ LAC,L,116
2019-03-17,Toronto Raptors,TOR @ DET,L,107
2019-03-17,Los Angeles Lakers,LAL @ NYK,L,123
2019-03-17,Chicago Bulls,CHI @ SAC,L,102
2019-03-17,Orlando Magic,ORL vs. ATL,W,101
2019-03-17,Charlotte Hornets,CHA @ MIA,L,75
2019-03-17,Oklahoma City Blue,OKL vs. SLC,W,103
2019-03-17,Sioux Falls Skyforce,SXF vs. MHU,L,101
2019-03-17,Lakeland Magic,LAK @ MNE,W,112
2019-03-17,New York Knicks,NYK vs. LAL,W,124
2019-03-17,Atlanta Hawks,ATL @ ORL,L,91
2019-03-16,Utah Jazz,UTA vs. BKN,W,114
2019-03-16,Raptors 905,RAP @ DEL,W,117
2019-03-16,New Orleans Pelicans,NOP vs. PHX,L,136
2019-03-16,Portland Trail Blazers,POR @ SAS,L,103
2019-03-16,Boston Celtics,BOS vs. ATL,W,129
2019-03-16,San Antonio Spurs,SAS vs. POR,W,108
2019-03-16,Long Island Nets,LIN vs. WES,W,110
2019-03-16,Delaware Blue Coats,DEL vs. RAP,L,104
2019-03-16,Iowa Wolves,IWA vs. WIS,W,123
2019-03-16,South Bay Lakers,SBL vs. AUS,W,131
2019-03-16,Erie BayHawks,ERI @ CTN,L,100
2019-03-16,Austin Spurs,AUS @ SBL,L,123
2019-03-16,Oklahoma City Thunder,OKC vs. GSW,L,88
2019-03-16,Denver Nuggets,DEN vs. IND,W,102
2019-03-16,Fort Wayne Mad Ants,FWN @ CAP,L,103
2019-03-16,Washington Wizards,WAS vs. MEM,W,135
2019-03-16,Brooklyn Nets,BKN @ UTA,L,98
2019-03-16,Indiana Pacers,IND @ DEN,L,100
2019-03-16,Golden State Warriors,GSW @ OKC,W,110
2019-03-16,Dallas Mavericks,DAL vs. CLE,W,121
2019-03-16,Atlanta Hawks,ATL @ BOS,L,120
2019-03-16,Texas Legends,TEX vs. ACC,W,106
2019-03-16,Rio Grande Valley Vipers,RGV @ NAS,W,129
2019-03-16,Memphis Grizzlies,MEM @ WAS,L,128
2019-03-16,Northern Arizona Suns,NAS vs. RGV,L,127
2019-03-16,Cleveland Cavaliers,CLE @ DAL,L,116
2019-03-16,Westchester Knicks,WES @ LIN,L,102
2019-03-16,Phoenix Suns,PHX @ NOP,W,138
2019-03-16,Agua Caliente Clippers,ACC @ TEX,L,103
2019-03-16,Wisconsin Herd,WIS @ IWA,L,116
2019-03-16,Capital City Go-Go,CAP vs. FWN,W,121
2019-03-16,Canton Charge,CTN vs. ERI,W,103
2019-03-15,San Antonio Spurs,SAS vs. NYK,W,109
2019-03-15,Milwaukee Bucks,MIL @ MIA,W,113
2019-03-15,Phoenix Suns,PHX @ HOU,L,102
2019-03-15,Sacramento Kings,SAC @ PHI,L,114
2019-03-15,Portland Trail Blazers,POR @ NOP,W,122
2019-03-15,Stockton Kings,STO @ GRD,L,112
2019-03-15,Detroit Pistons,DET vs. LAL,W,111
2019-03-15,Windy City Bulls,WCB vs. DEL,W,121
2019-03-15,Greensboro Swarm,GBO @ NAS,W,100
2019-03-15,Los Angeles Lakers,LAL @ DET,L,97
2019-03-15,Charlotte Hornets,CHA @ WAS,W,116
2019-03-15,Santa Cruz Warriors,SCW vs. AUS,L,107
2019-03-15,Miami Heat,MIA vs. MIL,L,98
2019-03-15,Delaware Blue Coats,DEL @ WCB,L,111
2019-03-15,Houston Rockets,HOU vs. PHX,W,108
2019-03-15,Northern Arizona Suns,NAS vs. GBO,L,92
2019-03-15,Chicago Bulls,CHI @ LAC,L,121
2019-03-15,Agua Caliente Clippers,ACC @ TEX,W,125
2019-03-15,Washington Wizards,WAS vs. CHA,L,110
2019-03-15,LA Clippers,LAC vs. CHI,W,128
2019-03-15,Texas Legends,TEX vs. ACC,L,119
2019-03-15,Memphis Hustle,MHU @ OKL,W,119
2019-03-15,Oklahoma City Blue,OKL vs. MHU,L,101
2019-03-15,Lakeland Magic,LAK @ WIS,L,114
2019-03-15,Grand Rapids Drive,GRD vs. STO,W,135
2019-03-15,Sioux Falls Skyforce,SXF vs. SLC,L,114
2019-03-15,Austin Spurs,AUS @ SCW,W,111
2019-03-15,Long Island Nets,LIN @ MNE,L,114
2019-03-15,New York Knicks,NYK @ SAS,L,83
2019-03-15,Maine Red Claws,MNE vs. LIN,W,125
2019-03-15,Salt Lake City Stars,SLC @ SXF,W,141
2019-03-15,New Orleans Pelicans,NOP vs. POR,L,110
2019-03-15,Philadelphia 76ers,PHI vs. SAC,W,123
2019-03-15,Wisconsin Herd,WIS vs. LAK,W,116
2019-03-14,Los Angeles Lakers,LAL @ TOR,L,98
2019-03-14,Toronto Raptors,TOR vs. LAL,W,111
2019-03-14,Fort Wayne Mad Ants,FWN @ CAP,W,125
2019-03-14,Dallas Mavericks,DAL @ DEN,L,99
2019-03-14,Minnesota Timberwolves,MIN @ UTA,L,100
2019-03-14,Cleveland Cavaliers,CLE @ ORL,L,91
2019-03-14,Sacramento Kings,SAC @ BOS,L,120
2019-03-14,Utah Jazz,UTA vs. MIN,W,120
2019-03-14,Denver Nuggets,DEN vs. DAL,W,100
2019-03-14,Raptors 905,RAP vs. CTN,L,100
2019-03-14,Capital City Go-Go,CAP vs. FWN,L,117
2019-03-14,Orlando Magic,ORL vs. CLE,W,120
2019-03-14,Indiana Pacers,IND vs. OKC,W,108
2019-03-14,Canton Charge,CTN @ RAP,W,104
2019-03-14,Boston Celtics,BOS vs. SAC,W,126
2019-03-14,Oklahoma City Thunder,OKC @ IND,L,106
2019-03-13,Long Island Nets,LIN vs. ERI,W,125
2019-03-13,Memphis Grizzlies,MEM @ ATL,L,111
2019-03-13,Santa Cruz Warriors,SCW vs. GBO,W,101
2019-03-13,Austin Spurs,AUS @ IWA,L,102
2019-03-13,Orlando Magic,ORL @ WAS,L,90
2019-03-13,Washington Wizards,WAS vs. ORL,W,100
2019-03-13,Wisconsin Herd,WIS vs. DEL,W,148
2019-03-13,Grand Rapids Drive,GRD vs. SBL,L,98
2019-03-13,Erie BayHawks,ERI @ LIN,L,109
2019-03-13,Maine Red Claws,MNE @ WCB,L,127
2019-03-13,Iowa Wolves,IWA vs. AUS,W,107
2019-03-13,Detroit Pistons,DET @ MIA,L,74
2019-03-13,Golden State Warriors,GSW @ HOU,W,106
2019-03-13,South Bay Lakers,SBL @ GRD,W,106
2019-03-13,Brooklyn Nets,BKN @ OKC,L,96
2019-03-13,Atlanta Hawks,ATL vs. MEM,W,132
2019-03-13,Houston Rockets,HOU vs. GSW,L,104
2019-03-13,Windy City Bulls,WCB vs. MNE,W,130
2019-03-13,Miami Heat,MIA vs. DET,W,108
2019-03-13,Utah Jazz,UTA @ PHX,W,114
2019-03-13,Phoenix Suns,PHX vs. UTA,L,97
2019-03-13,Oklahoma City Thunder,OKC vs. BKN,W,108
2019-03-13,Delaware Blue Coats,DEL @ WIS,L,144
2019-03-13,Greensboro Swarm,GBO @ SCW,L,97
2019-03-12,Salt Lake City Stars,SLC @ RGV,W,138
2019-03-12,Denver Nuggets,DEN vs. MIN,W,133
2019-03-12,New York Knicks,NYK @ IND,L,98
2019-03-12,Los Angeles Lakers,LAL @ CHI,W,123
2019-03-12,Cleveland Cavaliers,CLE @ PHI,L,99
2019-03-12,Rio Grande Valley Vipers,RGV vs. SLC,L,126
2019-03-12,Capital City Go-Go,CAP vs. ERI,W,121
2019-03-12,Minnesota Timberwolves,MIN @ DEN,L,107
2019-03-12,Milwaukee Bucks,MIL @ NOP,W,130
2019-03-12,San Antonio Spurs,SAS @ DAL,W,112
2019-03-12,Canton Charge,CTN vs. STO,L,110
2019-03-12,Erie BayHawks,ERI @ CAP,L,110
2019-03-12,Dallas Mavericks,DAL vs. SAS,L,105
2019-03-12,Northern Arizona Suns,NAS vs. ACC,L,107
2019-03-12,Texas Legends,TEX vs. OKL,L,111
2019-03-12,Agua Caliente Clippers,ACC @ NAS,W,120
2019-03-12,New Orleans Pelicans,NOP vs. MIL,L,113
2019-03-12,Stockton Kings,STO @ CTN,W,115
2019-03-12,Chicago Bulls,CHI vs. LAL,L,107
2019-03-12,LA Clippers,LAC vs. POR,L,104
2019-03-12,Portland Trail Blazers,POR @ LAC,W,125
2019-03-12,Indiana Pacers,IND vs. NYK,W,103
2019-03-12,Philadelphia 76ers,PHI vs. CLE,W,106
2019-03-12,Oklahoma City Blue,OKL @ TEX,W,128
2019-03-11,Wisconsin Herd,WIS vs. SBL,L,115
2019-03-11,Memphis Hustle,MHU vs. SXF,W,126
2019-03-11,Oklahoma City Thunder,OKC @ UTA,W,98
2019-03-11,Toronto Raptors,TOR @ CLE,L,101
2019-03-11,South Bay Lakers,SBL @ WIS,W,126
2019-03-11,Houston Rockets,HOU vs. CHA,W,118
2019-03-11,Sioux Falls Skyforce,SXF @ MHU,L,115
2019-03-11,Fort Wayne Mad Ants,FWN @ RAP,L,82
2019-03-11,Sacramento Kings,SAC @ WAS,L,115
2019-03-11,Charlotte Hornets,CHA @ HOU,L,106
2019-03-11,Raptors 905,RAP vs. FWN,W,112
2019-03-11,Washington Wizards,WAS vs. SAC,W,121
2019-03-11,Utah Jazz,UTA vs. OKC,L,89
2019-03-11,Westchester Knicks,WES @ DEL,L,107
2019-03-11,LA Clippers,LAC vs. BOS,W,140
2019-03-11,Brooklyn Nets,BKN vs. DET,W,103
2019-03-11,Detroit Pistons,DET @ BKN,L,75
2019-03-11,Cleveland Cavaliers,CLE vs. TOR,W,126
2019-03-11,Delaware Blue Coats,DEL vs. WES,W,122
2019-03-11,Boston Celtics,BOS @ LAC,L,115
2019-03-10,Minnesota Timberwolves,MIN vs. NYK,W,103
2019-03-10,Northern Arizona Suns,NAS vs. TEX,W,135
2019-03-10,Maine Red Claws,MNE vs. WES,L,106
2019-03-10,New Orleans Pelicans,NOP @ ATL,L,116
2019-03-10,New York Knicks,NYK @ MIN,L,92
2019-03-10,Indiana Pacers,IND @ PHI,L,89
2019-03-10,Canton Charge,CTN vs. LAK,L,97
2019-03-10,Texas Legends,TEX @ NAS,L,105
2019-03-10,Golden State Warriors,GSW vs. PHX,L,111
2019-03-10,Detroit Pistons,DET vs. CHI,W,131
2019-03-10,Westchester Knicks,WES @ MNE,W,115
2019-03-10,Iowa Wolves,IWA @ LIN,L,111
2019-03-10,San Antonio Spurs,SAS vs. MIL,W,121
2019-03-10,Lakeland Magic,LAK @ CTN,W,103
2019-03-10,Capital City Go-Go,CAP @ ERI,L,100
2019-03-10,Miami Heat,MIA vs. TOR,L,104
2019-03-10,Memphis Grizzlies,MEM vs. ORL,W,105
2019-03-10,Houston Rockets,HOU @ DAL,W,94
2019-03-10,Atlanta Hawks,ATL vs. NOP,W,128
2019-03-10,Erie BayHawks,ERI vs. CAP,W,121
2019-03-10,Toronto Raptors,TOR @ MIA,W,125
2019-03-10,Chicago Bulls,CHI @ DET,L,108
2019-03-10,Philadelphia 76ers,PHI vs. IND,W,106
2019-03-10,Orlando Magic,ORL @ MEM,L,97
2019-03-10,Dallas Mavericks,DAL vs. HOU,L,93
2019-03-10,Long Island Nets,LIN vs. IWA,W,122
2019-03-10,Phoenix Suns,PHX @ GSW,W,115
2019-03-10,Milwaukee Bucks,MIL @ SAS,L,114
2019-03-09,Agua Caliente Clippers,ACC vs. SBL,W,122
2019-03-09,Austin Spurs,AUS vs. STO,W,128
2019-03-09,Minnesota Timberwolves,MIN vs. WAS,W,135
2019-03-09,Washington Wizards,WAS @ MIN,L,130
2019-03-09,Boston Celtics,BOS @ LAL,W,120
2019-03-09,Phoenix Suns,PHX @ POR,L,120
2019-03-09,Stockton Kings,STO @ AUS,L,104
2019-03-09,Delaware Blue Coats,DEL vs. GRD,L,115
2019-03-09,Wisconsin Herd,WIS @ CTN,L,116
2019-03-09,Windy City Bulls,WCB @ GBO,W,113
2019-03-09,Sacramento Kings,SAC @ NYK,W,102
2019-03-09,New York Knicks,NYK vs. SAC,L,94
2019-03-09,South Bay Lakers,SBL @ ACC,L,110
2019-03-09,Greensboro Swarm,GBO vs. WCB,L,107
2019-03-09,Los Angeles Lakers,LAL vs. BOS,L,107
2019-03-09,Rio Grande Valley Vipers,RGV vs. SXF,W,133
2019-03-09,Atlanta Hawks,ATL vs. BKN,L,112
2019-03-09,Grand Rapids Drive,GRD @ DEL,W,120
2019-03-09,Charlotte Hornets,CHA @ MIL,L,114
2019-03-09,Sioux Falls Skyforce,SXF @ RGV,L,120
2019-03-09,Portland Trail Blazers,POR vs. PHX,W,127
2019-03-09,Canton Charge,CTN vs. WIS,W,119
2019-03-09,Brooklyn Nets,BKN @ ATL,W,114
2019-03-09,Milwaukee Bucks,MIL vs. CHA,W,131
2019-03-08,Long Island Nets,LIN vs. MNE,W,129
2019-03-08,LA Clippers,LAC vs. OKC,W,118
2019-03-08,Detroit Pistons,DET @ CHI,W,112
2019-03-08,Fort Wayne Mad Ants,FWN vs. LAK,W,110
2019-03-08,Stockton Kings,STO @ RGV,L,112
2019-03-08,New Orleans Pelicans,NOP vs. TOR,L,104
2019-03-08,Maine Red Claws,MNE @ LIN,L,111
2019-03-08,Grand Rapids Drive,GRD @ ERI,W,111
2019-03-08,Erie BayHawks,ERI vs. GRD,L,110
2019-03-08,Lakeland Magic,LAK @ FWN,L,98
2019-03-08,Capital City Go-Go,CAP vs. DEL,L,111
2019-03-08,Houston Rockets,HOU vs. PHI,W,107
2019-03-08,Chicago Bulls,CHI vs. DET,L,104
2019-03-08,Utah Jazz,UTA @ MEM,L,104
2019-03-08,Denver Nuggets,DEN @ GSW,L,105
2019-03-08,Raptors 905,RAP @ AUS,W,116
2019-03-08,Miami Heat,MIA vs. CLE,W,126
2019-03-08,Delaware Blue Coats,DEL @ CAP,W,125
2019-03-08,Washington Wizards,WAS @ CHA,L,111
2019-03-08,Cleveland Cavaliers,CLE @ MIA,L,110
2019-03-08,Texas Legends,TEX @ SLC,L,100
2019-03-08,Salt Lake City Stars,SLC vs. TEX,W,128
2019-03-08,Golden State Warriors,GSW vs. DEN,W,122
2019-03-08,Memphis Hustle,MHU vs. SCW,W,109
2019-03-08,Dallas Mavericks,DAL @ ORL,L,106
2019-03-08,Santa Cruz Warriors,SCW @ MHU,L,94
2019-03-08,Toronto Raptors,TOR @ NOP,W,127
2019-03-08,Orlando Magic,ORL vs. DAL,W,111
2019-03-08,Philadelphia 76ers,PHI @ HOU,L,91
2019-03-08,Rio Grande Valley Vipers,RGV vs. STO,W,117
2019-03-08,Austin Spurs,AUS vs. RAP,L,113
2019-03-08,Oklahoma City Thunder,OKC @ LAC,L,110
2019-03-08,Memphis Grizzlies,MEM vs. UTA,W,114
2019-03-08,Charlotte Hornets,CHA vs. WAS,W,112
2019-03-07,Portland Trail Blazers,POR vs. OKC,L,121
2019-03-07,South Bay Lakers,SBL vs. ACC,W,110
2019-03-07,Maine Red Claws,MNE vs. IWA,W,110
2019-03-07,Agua Caliente Clippers,ACC @ SBL,L,95
2019-03-07,Iowa Wolves,IWA @ MNE,L,102
2019-03-07,Windy City Bulls,WCB @ WES,L,118
2019-03-07,Westchester Knicks,WES vs. WCB,W,127
2019-03-07,Oklahoma City Thunder,OKC @ POR,W,129
2019-03-07,Milwaukee Bucks,MIL vs. IND,W,117
2019-03-07,Indiana Pacers,IND @ MIL,L,98
2019-03-06,Memphis Hustle,MHU @ SLC,L,94
2019-03-06,New Orleans Pelicans,NOP vs. UTA,L,104
2019-03-06,Salt Lake City Stars,SLC vs. MHU,W,110
2019-03-06,Miami Heat,MIA @ CHA,W,91
2019-03-06,Sacramento Kings,SAC vs. BOS,L,109
2019-03-06,Washington Wizards,WAS vs. DAL,W,132
2019-03-06,Philadelphia 76ers,PHI @ CHI,L,107
2019-03-06,Fort Wayne Mad Ants,FWN @ LIN,L,123
2019-03-06,Long Island Nets,LIN vs. FWN,W,128
2019-03-06,Phoenix Suns,PHX vs. NYK,W,107
2019-03-06,New York Knicks,NYK @ PHX,L,96
2019-03-06,Denver Nuggets,DEN @ LAL,W,115
2019-03-06,Raptors 905,RAP @ RGV,W,113
2019-03-06,Oklahoma City Blue,OKL vs. STO,W,123
